impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K16-087168,A486257,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A486257,"Covington Petco 27111 167TH PL SE COVINGTON, WA 98042",Sugar,Cat,2 YEARS,Spayed Female,Domestic Shorthair,Lynx Pt,01/16/2016 12:00:00 AM,Received on,19700 11TH PLACE S SAMMAMISH,,WA,98075,SAMMAMISH,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A486257,Image Copyright HLP Inc. 2016,"19700 11TH PLACE S SAMMAMISH
WA 98075
","Received on: 2016-01-16<p></p> Found Near: 19700 11TH PLACE S SAMMAMISH, WA 98075<p></p> Description: Lynx Pt Spayed Female Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: Covington Petco 27111 167TH PL SE COVINGTON, WA 98042<p></p>"
K16-087157,A486245,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A486245,"Crossroads #204 Petco 15600 NE 8TH ST BELLEVUE, WA 98008",Snowball,Cat,12 YEARS,Spayed Female,Domestic Mediumhair,White,01/16/2016 12:00:00 AM,Received on,15600 NE 8TH ST,BELLEVUE,WA,98008,BELLEVUE,47.620801,-122.130189,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A486245,Image Copyright HLP Inc. 2016,"15600 NE 8TH ST
BELLEVUE, WA 98008
(47.617008, -122.129656)","Received on: 2016-01-16<p></p> Description: White<p></p>  Spayed Female Domestic Mediumhair Cat<p></p> Age: 12 YEARS<p></p> Current Location: Crossroads #204 Petco 15600 NE 8TH ST BELLEVUE, WA 98008<p></p><p></p> Adoption Fee: $30.00<p></p>"
K16-087157,A486245,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A486245,"Crossroads #204 Petco 15600 NE 8TH ST BELLEVUE, WA 98008",Snowball,Cat,12 YEARS,Spayed Female,Domestic Mediumhair,White,01/16/2016 12:00:00 AM,Received on,17400 SE 270TH PL COVINGTON,,WA,98042,COVINGTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A486245,Image Copyright HLP Inc. 2016,"17400 SE 270TH PL COVINGTON
WA 98042
(47.359383, -122.110052)","Received on: 2016-01-16<p></p> Found Near: 17400 SE 270TH PL COVINGTON, WA 98042<p></p> Description: White Spayed Female Domestic Mediumhair Cat<p></p> Age: 12 YEARS<p></p> Current Location: Crossroads #204 Petco 15600 NE 8TH ST BELLEVUE, WA 98008<p></p>"
K16-087050,A485701,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A485701,Meowtropolitan,Catsugi,Cat,5 YEARS,Spayed Female,Domestic Shorthair,Black / White,01/09/2016 12:00:00 AM,Received on,6300 121ST AVE SE,BELLEVUE,WA,98006,BELLEVUE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A485701,Image Copyright HLP Inc. 2016,"6300 121ST AVE SE
BELLEVUE, WA 98006
(47.545802, -122.178497)","Received on: 2016-01-09<p></p> Found Near: 6300 121ST AVE SE, BELLEVUE WA 98006<p></p> Description: Black / White Spayed Female Domestic Shorthair Cat<p></p> Age: 5 YEARS<p></p> Current Location: Meowtropolitan<p></p>"
K16-086942,A485189,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1497669,LOST,Roscoe,Dog,Over 1 year,Male,Rat Terrier,Unknown,01/03/2016 12:00:00 AM,Date Lost,DES MOINES MEMORIAL DRIVE S & DES MOINES MEMORIAL DRIVE S,BURIEN,WA,98148,BURIEN,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1497669,Image Copyright HLP Inc. 2016,"DES MOINES MEMORIAL DRIVE S &amp; DES MOINES MEMORIAL DRIVE S
BURIEN, WA 98148
","Description: Good with only people he knows. Barks when stranger are around. Very loving. Walks to his left side more.  Has ear infection in both ears. Weights about 20 to 22lbs.<p></p>Age: Over 1 year<p></p>Location Lost: S 210th St. &amp; Des Moines Memorial Dr<p></p>Notes: White with Black spots, brown marks around face<p></p>Lost Date: 01/31/2016<p></p>"
K16-086919,A485165,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1496837,LOST,Mercedes,Dog,Over 1 year,Female,Mexican Hairless,Unknown,01/01/2016 12:00:00 AM,Date Lost,11200 SE 294TH ST,AUBURN,WA,98092,AUBURN,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1496837,Image Copyright HLP Inc. 2016,"11200 SE 294TH ST
AUBURN, WA 98092
(47.338994, -122.190088)","Description: <p></p>Age: Over 1 year<p></p>Location Lost: 11251 Se 294th St Auburn Wa 98092<p></p>Notes: Goes by &quot;Sadie&quot;, she is  skittish and shy if she does not know someone usually.<p></p>Lost Date: 01/31/2016<p></p>"
K15-086871,A485013,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A485013,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Zazzles,Cat,13 YEARS,Neutered Male,Domestic Shorthair,Gray,12/29/2015 12:00:00 AM,Received on,23600 108TH PL SE,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A485013,Image Copyright HLP Inc. 2016,"23600 108TH PL SE
KENT, WA 98031
(47.386182, -122.196341)","Received on: 2015-12-29<p></p> Found Near: 23600 108TH PL SE, KENT WA 98031<p></p> Description: Gray Neutered Male Domestic Shorthair Cat<p></p> Age: 13 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K15-086871,A485013,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A485013,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Zazzles,Cat,13 YEARS,Neutered Male,Domestic Shorthair,Gray,12/29/2015 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A485013,Image Copyright HLP Inc. 2016,,"Received on: 2015-12-29<p></p> Description: Gray<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 13 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi there, I'm Zazzles! I'm a 13 year old silver Domestic Short-Haired kitty with a big personality and lots of love to give!<p></p><p></p>I'm a handsome, friendly, outgoing boy who likes head scratches and being held. I'm really social and I'm a bit of a loud talker - I'll let you know if I want more attention! :) <p></p><p></p>I have a couple of medical issues that my new owners will need to know about - renal insufficiency and a heart murmur. I'm on a special diet. The shelter staff would be happy to let you know more about me and answer any questions.<p></p><p></p>I've been neutered, am current on all of my shots, and have a microchip. My adoption fee is only $30 and includes a certificate for a free exam with your vet, a trial membership for pet insurance, and my first year's pet license.<p></p><p></p>Will you come by the RASKC Pet Adoption Center to meet me? I'd really LOVE to meet you and show you what a wonderful cat I am! I can be found at 21615 64th Ave. S, Kent, WA 98032. <p></p><p></p>My ID # is A485013.<p></p> Adoption Fee: $30.00<p></p>"
K15-085952,A481579,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Sport,Cat,12 YEARS,Neutered Male,Domestic Shorthair,Black,11/13/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,ENUMCLAW,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A481579,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)",Received on: 2015-11-13<p></p> Description: Black Neutered Male Domestic Shorthair Cat<p></p> Age: 12 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K15-085615,A455208,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Felix,Cat,16 YEARS,Neutered Male,Domestic Shorthair,Org Tabby / White,10/30/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A455208,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)",Received on: 2015-10-30<p></p> Description: Org Tabby / White Neutered Male Domestic Shorthair Cat<p></p> Age: 16 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K15-085552,A480023,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Meatball,Cat,17 YEARS,Neutered Male,Domestic Shorthair,Black / White,10/28/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,TUKWILA,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A480023,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)","Received on: 2015-10-28<p></p> Description: Black / White Neutered Male Domestic Shorthair Cat<p></p> Age: 17 YEARS<p></p> Current Location: In RASKC Foster Home <p></p>Hi, my name is Meatball!  I'm a 16yr old handsome gentleman looking for my forever home!I am very sweet, friendly and affectionate!  Neck and shoulder massages are my favorites, but I also enjoy having my back and tail petted.  I might take a little gentle coaxing to get me out of my cubby, but once I'm out, I love to be held and will stay calm and relaxed in your arms, whether sitting or walking around.  I will purr when happy and look at you with a loving gaze.I am FIV+ and so will need to be indoor only, and either an only kitty or live with other FIV+ kitties.  I am healthy right now and ready for my forever home!  Yes, 16yrs old, FIV+ and healthy!  Did you know that FIV+ kitties can live just as long as other kitties?  The officers and veterinarians at the shelter will be happy to answer any questions you may have.I am litter box trained, neutered, current on my vaccinations, and micro chipped!If you would like to meet me in purr-son, you can find me at the King County Pet Adoption Center in Kent, located at 21615 64th Ave S.  I can't wait to see you!  We just might make the purr-fect family!When you do come for a visit, make sure to reference my ID #A480023.  See you soon!<p></p>Adoption Fee: $30.00<p></p>"
K15-084167,A475773,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Mazzy,Cat,8 YEARS,Spayed Female,Domestic Mediumhair,Black,09/12/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A475773,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)",Received on: 2015-09-12<p></p> Description: Black Spayed Female Domestic Mediumhair Cat<p></p> Age: 8 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K15-084010,A475257,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Elsa,Cat,5 YEARS,Spayed Female,Domestic Shorthair,Gray Tabby,09/08/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A475257,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)",Received on: 2015-09-08<p></p> Description: Gray Tabby Spayed Female Domestic Shorthair Cat<p></p> Age: 5 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K15-082665,A471053,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Muggels,Cat,12 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,07/29/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A471053,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)",Received on: 2015-07-29<p></p> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p></p> Age: 12 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K15-081882,A469006,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Oscar,Cat,14 YEARS,Neutered Male,Domestic Shorthair,Orange / White,07/06/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A469006,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)",Received on: 2015-07-06<p></p> Description: Orange / White Neutered Male Domestic Shorthair Cat<p></p> Age: 14 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>
K15-081328,A467465,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Petal,Cat,10 YEARS,Spayed Female,Domestic Longhair,Black / White,06/19/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,MAPLE VALLEY,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A467465,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)",Received on: 2015-06-19<p></p> Description: Black / White Spayed Female Domestic Longhair Cat<p></p> Age: 10 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>
K15-080878,A466115,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Bella,Cat,13 YEARS,Spayed Female,Domestic Longhair,Tortie,06/04/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,SEATAC,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A466115,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)","Received on: 2015-06-04<p></p> Description: Tortie Spayed Female Domestic Longhair Cat<p></p> Age: 13 YEARS<p></p> Current Location: In RASKC Foster Home <p></p>Hi, my name is Bella!&nbsp; I'm a 13yr old sweet girl waiting for my forever home!Let my gorgeous eyes captivate you!&nbsp; I am very friendly and affectionate.&nbsp; While not keen on being held, I love to be petted, especially gentle head scratches and the &quot;double cheek smoosh&quot;.&nbsp; What is that you ask?&nbsp; Well, it's where you scratch both my cheeks at the same time!&nbsp; I will purr and pace in appreciation!&nbsp; I even like gentle hugs.I do have kidney disease and spinal osteoarthritis, but am very sweet and gentle and ready for my forever home.&nbsp; Due to my age and special needs, I would do best in an adult only home, so they will know to be as gentle with me as I am with them.I am litter box trained, spayed, current on vaccinations, and micro chipped!If you would like to meet me in purr-son and get to know me better, you can find me at the King County Pet Adoption Center in Kent, located at 21615 64th Ave S.&nbsp; Please come and see me today...I can't wait to meet you!&nbsp; We just might make the purr-fect family!When you do come for a visit, please make sure to reference my ID #A466115.&nbsp; See you soon!<p></p>Adoption Fee: $30.00<p></p>"
K15-079938,A461662,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Cloe,Cat,13 YEARS,Spayed Female,Domestic Shorthair,Gray,04/23/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A461662,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)","Received on: 2015-04-23<p></p> Description: Gray Spayed Female Domestic Shorthair Cat<p></p> Age: 13 YEARS<p></p> Current Location: In RASKC Foster Home <p></p>I had a wonderful 13 years with my family until my human dad passed away and mom got too sick to care for me. I love to cuddle and I always use my litter box! I have lived with children, cats and dogs - I would make a great addition to any family, though it's best if the kids are over 6 as the youngsters are a little too high energy for me. I do have a urinary condition that is well-controlled by giving me a special diet - both dry and canned food. I may seem a little shy when you meet me due to all of the changes in my life, but once you start to pet me I'll be your faithful friend forever.<p></p>Adoption Fee: $30.00<p></p>"
K15-079299,A458659,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Grandma,Cat,13 YEARS,Spayed Female,Domestic Shorthair,Tortie,03/18/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,SEATAC,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A458659,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)",Received on: 2015-03-18<p></p> Description: Tortie Spayed Female Domestic Shorthair Cat<p></p> Age: 13 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K14-076951,A449967,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Penny,Cat,7 YEARS,Spayed Female,Domestic Shorthair,Calico,11/02/2014 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A449967,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)",Received on: 2014-11-02<p></p> Description: Calico Spayed Female Domestic Shorthair Cat<p></p> Age: 7 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K14-076016,A446708,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Missy,Cat,13 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby / White,09/18/2014 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A446708,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)",Received on: 2014-09-18<p></p> Description: Brn Tabby / White Spayed Female Domestic Shorthair Cat<p></p> Age: 13 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K14-072684,A435579,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Lilly,Cat,9 YEARS,Spayed Female,Domestic Shorthair,Blue / White,04/26/2014 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,NEWCASTLE,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A435579,Image Copyright HLP Inc. 2016,"21615 64TH AVE S
KENT, WA 98032
(47.407781, -122.254625)","Received on: 2014-04-26<p></p> Description: Blue / White Spayed Female Domestic Shorthair Cat<p></p> Age: 9 YEARS<p></p> Current Location: In RASKC Foster Home <p></p>This cat has been temperment tested and staff has made the following recommmendations:<p></p><p></p><p></p>I need a quiet, calm home.<p></p><p></p><p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>"
